[19:08:09] [Client thread/INFO] [JMLogger] JourneyMap log initialized.
[19:08:09] [Client thread/INFO] [JourneymapClient] initialize ENTER
[19:08:09] [Client thread/INFO] [PropertiesBase] Loaded CoreProperties from C:\Users\Maxime\Twitch\Minecraft\Instances\Thaumic World 2\journeymap\config\5.1\journeymap.core.config
[19:08:09] [Client thread/INFO] [PropertiesBase] Loaded FullMapProperties from C:\Users\Maxime\Twitch\Minecraft\Instances\Thaumic World 2\journeymap\config\5.1\journeymap.fullmap.config
[19:08:09] [Client thread/INFO] [PropertiesBase] Loaded MiniMapProperties from C:\Users\Maxime\Twitch\Minecraft\Instances\Thaumic World 2\journeymap\config\5.1\journeymap.minimap.config
[19:08:09] [Client thread/INFO] [PropertiesBase] Loaded MiniMapProperties2 from C:\Users\Maxime\Twitch\Minecraft\Instances\Thaumic World 2\journeymap\config\5.1\journeymap.minimap2.config
[19:08:09] [Client thread/INFO] [PropertiesBase] Loaded WebMapProperties from C:\Users\Maxime\Twitch\Minecraft\Instances\Thaumic World 2\journeymap\config\5.1\journeymap.webmap.config
[19:08:09] [Client thread/INFO] [PropertiesBase] Loaded WaypointProperties from C:\Users\Maxime\Twitch\Minecraft\Instances\Thaumic World 2\journeymap\config\5.1\journeymap.waypoint.config
[19:08:09] [Client thread/INFO] [?] Version: JourneyMap 5.1.4p2 FairPlay, built with Forge 10.13.4.1558
Forge: 10.13.4.1614
Environment: os.name, os.arch, java.version, user.country, user.language=null, game language=fr_FR, locale=fr_fr
FairPlay Features: 
	RadarPlayers : singleplayer = true , multiplayer = false
	RadarAnimals : singleplayer = true , multiplayer = false
	RadarMobs : singleplayer = true , multiplayer = false
	RadarVillagers : singleplayer = true , multiplayer = false
	MapCaves : singleplayer = true , multiplayer = false
MiniMapProperties{entityIconSetName=2D, showAnimals=false, showMobs=false, showPets=false, showPlayers=false, showSelf=true, showVillagers=false, showWaypoints=true, zoomLevel=0, fontScale=1, locationFormat=xzyv, locationFormatVerbose=true, showCaves=false, showWaypointLabels=true, showMobHeading=false, showPlayerHeading=true, textureSmall=true, active=true, compassFontScale=1, enabled=true, frameAlpha=100, name=minimap, orientation=Nord, position=En Haut à Droite, preferredMapType=day, reticleOrientation=Compas, shape=Rond, showBiome=true, showCompass=true, showFps=true, showLocation=true, showReticle=true, sizePercent=35, terrainAlpha=100}
MiniMapProperties2{enabled=true, shape=Rectangle, position=En Haut au Centre, showFps=true, showBiome=true, showLocation=true, showWaypointLabels=true, sizePercent=40, frameAlpha=80, terrainAlpha=80, orientation=Mon Orientation, compassFontScale=1, showCompass=true, showReticle=true, reticleOrientation=Compas, preferredMapType=day, name=minimap2, id=2}
FullMapProperties{entityIconSetName=2D, showAnimals=false, showMobs=false, showPets=false, showPlayers=false, showSelf=true, showVillagers=false, showWaypoints=false, zoomLevel=0, fontScale=1, locationFormat=xzyv, locationFormatVerbose=true, showCaves=false, showWaypointLabels=true, showMobHeading=false, showPlayerHeading=true, textureSmall=true, preferredMapType=day, showGrid=false}
WaypointProperties{autoHideLabel=true, beaconEnabled=true, boldLabel=true, createDeathpoints=true, fontScale=2, managerEnabled=true, maxDistance=0, name=waypoint, showDistance=true, showName=true, showRotatingBeam=false, showStaticBeam=false, showTexture=true, textureSmall=true}
WebMapProperties: , enabled=false, port=8080, showMobs=true, showAnimals=true, showVillagers=true, showPets=true, showPlayers=true, showWaypoints=true, entityIconSetName=2D
CoreProperties{announceMod=true, autoMapPoll=2000, browserPoll=2000, cacheAnimalsData=10000, cacheMobsData=10000, cachePlayerData=1000, cachePlayersData=10000, cacheVillagersData=10000, caveIgnoreGlass=true, isUpdateCheckEnabled=true, renderDelay=2, hideSneakingEntities=true, logLevel=INFO, mapAntialiasing=true, mapBathymetry=false, mapCaveLighting=true, mapCrops=true, mapPlants=false, mapPlantShadows=false, mapSurfaceAboveCaves=true, tileHighDisplayQuality=true, mapTransparency=true, maxAnimalsData=1, maxMobsData=1, maxPlayersData=1, maxVillagersData=1, optionsManagerViewed=5.1.4p2, radarLateralDistance=64, radarVerticalDistance=16, recordCacheStats=false, renderOverlayEventTypeName=ALL, renderOverlayPreEvent=true, renderDistanceCaveMin=3, renderDistanceCaveMax=3, renderDistanceSurfaceMin=4, renderDistanceSurfaceMax=7, revealShape=Rond, themeName=Victorian, tileRenderType=1}
[19:08:09] [Client thread/INFO] [JourneymapClient] initialize EXIT, elapsed count 0 avg �ms
[19:08:49] [Client thread/INFO] [JourneymapClient] postInitialize ENTER
[19:08:49] [Client thread/INFO] [WorldInfoHandler] Registered channel: world_info
[19:08:49] [Client thread/INFO] [IconSetFileHandler] Initializing icon sets...
[19:08:49] [JM-VersionCheck-1/ERROR] [VersionCheck$1] Could not check version URL
java.net.UnknownHostException: widget.mcf.li
	at java.net.AbstractPlainSocketImpl.connect(AbstractPlainSocketImpl.java:184) ~[?:1.8.0_51]
	at java.net.PlainSocketImpl.connect(PlainSocketImpl.java:172) ~[?:1.8.0_51]
	at java.net.SocksSocketImpl.connect(SocksSocketImpl.java:392) ~[?:1.8.0_51]
	at java.net.Socket.connect(Socket.java:589) ~[?:1.8.0_51]
	at java.net.Socket.connect(Socket.java:538) ~[?:1.8.0_51]
	at sun.net.NetworkClient.doConnect(NetworkClient.java:180) ~[?:1.8.0_51]
	at sun.net.www.http.HttpClient.openServer(HttpClient.java:432) ~[?:1.8.0_51]
	at sun.net.www.http.HttpClient.openServer(HttpClient.java:527) ~[?:1.8.0_51]
	at sun.net.www.http.HttpClient.<init>(HttpClient.java:211) ~[?:1.8.0_51]
	at sun.net.www.http.HttpClient.New(HttpClient.java:308) ~[?:1.8.0_51]
	at sun.net.www.http.HttpClient.New(HttpClient.java:326) ~[?:1.8.0_51]
	at sun.net.www.protocol.http.HttpURLConnection.getNewHttpClient(HttpURLConnection.java:1168) ~[?:1.8.0_51]
	at sun.net.www.protocol.http.HttpURLConnection.plainConnect0(HttpURLConnection.java:1104) ~[?:1.8.0_51]
	at sun.net.www.protocol.http.HttpURLConnection$6.run(HttpURLConnection.java:988) ~[?:1.8.0_51]
	at sun.net.www.protocol.http.HttpURLConnection$6.run(HttpURLConnection.java:986) ~[?:1.8.0_51]
	at java.security.AccessController.doPrivileged(Native Method) ~[?:1.8.0_51]
	at java.security.AccessController.doPrivileged(AccessController.java:713) ~[?:1.8.0_51]
	at sun.net.www.protocol.http.HttpURLConnection.plainConnect(HttpURLConnection.java:985) ~[?:1.8.0_51]
	at sun.net.www.protocol.http.HttpURLConnection.connect(HttpURLConnection.java:932) ~[?:1.8.0_51]
	at sun.net.www.protocol.http.HttpURLConnection.getInputStream0(HttpURLConnection.java:1512) ~[?:1.8.0_51]
	at sun.net.www.protocol.http.HttpURLConnection.access$200(HttpURLConnection.java:90) ~[?:1.8.0_51]
	at sun.net.www.protocol.http.HttpURLConnection$9.run(HttpURLConnection.java:1432) ~[?:1.8.0_51]
	at sun.net.www.protocol.http.HttpURLConnection$9.run(HttpURLConnection.java:1430) ~[?:1.8.0_51]
	at java.security.AccessController.doPrivileged(Native Method) ~[?:1.8.0_51]
	at java.security.AccessController.doPrivileged(AccessController.java:713) ~[?:1.8.0_51]
	at sun.net.www.protocol.http.HttpURLConnection.getInputStream(HttpURLConnection.java:1429) ~[?:1.8.0_51]
	at java.net.URL.openStream(URL.java:1038) ~[?:1.8.0_51]
	at journeymap.common.version.VersionCheck$1.run(VersionCheck.java:131) [VersionCheck$1.class:?]
	at java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:511) [?:1.8.0_51]
	at java.util.concurrent.FutureTask.run(FutureTask.java:266) [?:1.8.0_51]
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142) [?:1.8.0_51]
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617) [?:1.8.0_51]
	at java.lang.Thread.run(Thread.java:745) [?:1.8.0_51]
[19:08:49] [Client thread/INFO] [JourneymapClient] postInitialize EXIT, elapsed§8 count §r1§8 avg §r351§8ms§r
[19:08:58] [Client thread/INFO] [ColorManager] Loading blocks and textures...
[19:08:58] [Client thread/INFO] [BlockMD] Built BlockMD cache (4598) : BlockMD.reset count 1 avg 46.17ms
[19:08:58] [Client thread/INFO] [ColorHelper_1_7_10] initBlocksTexture: 4096x2048 loaded in 94.1185ms
[19:08:58] [Client thread/INFO] [ColorPalette] Existing color palette's resource packs and mod names match current loadout.
[19:08:58] [Client thread/INFO] [ColorManager] Loaded 4150 block colors from color palette file in 6ms: C:\Users\Maxime\Twitch\Minecraft\Instances\Thaumic World 2\journeymap\colorpalette.json
[19:08:58] [Client thread/INFO] [ColorManager] Initialized 141 block colors from mods and resource packs in 19ms
[19:08:58] [Client thread/WARN] [ColorPalette] Block with Error flag won't be saved to color palette: BlockMD [appliedenergistics2:tile.SkyStoneSlabBlock:0] (Transparency,Error)
[19:08:58] [Client thread/WARN] [ColorPalette] Block with Error flag won't be saved to color palette: BlockMD [appliedenergistics2:tile.BlockIOPort:0] (Transparency,Error)
[19:08:58] [Client thread/WARN] [ColorPalette] Block with Error flag won't be saved to color palette: BlockMD [appliedenergistics2:tile.BlockCharger:0] (Transparency,Error)
[19:08:58] [Client thread/WARN] [ColorPalette] Block with Error flag won't be saved to color palette: BlockMD [appliedenergistics2:tile.BlockCraftingStorage:0] (Transparency,Error)
[19:08:58] [Client thread/WARN] [ColorPalette] Block with Error flag won't be saved to color palette: BlockMD [appliedenergistics2:tile.BlockCellWorkbench:0] (Transparency,Error)
[19:08:58] [Client thread/WARN] [ColorPalette] Block with Error flag won't be saved to color palette: BlockMD [appliedenergistics2:tile.BlockCraftingUnit:0] (Transparency,Error)
[19:08:58] [Client thread/WARN] [ColorPalette] Block with Error flag won't be saved to color palette: BlockMD [essenthaum:mrucuAbsorber:0] (Transparency,Error)
[19:08:58] [Client thread/WARN] [ColorPalette] Block with Error flag won't be saved to color palette: BlockMD [ThaumicHorizons:light:0] (Transparency,Error)
[19:08:58] [Client thread/WARN] [ColorPalette] Block with Error flag won't be saved to color palette: BlockMD [appliedenergistics2:tile.QuartzPillarSlabBlock:0] (Transparency,Error)
[19:08:58] [Client thread/WARN] [ColorPalette] Block with Error flag won't be saved to color palette: BlockMD [TwilightForest:tile.GiantObsidian:0] (Transparency,Error)
[19:08:58] [Client thread/WARN] [ColorPalette] Block with Error flag won't be saved to color palette: BlockMD [appliedenergistics2:tile.OreQuartz:0] (Transparency,Error)
[19:08:58] [Client thread/WARN] [ColorPalette] Block with Error flag won't be saved to color palette: BlockMD [appliedenergistics2:tile.BlockQuartzPillar:0] (Transparency,Error)
[19:08:58] [Client thread/WARN] [ColorPalette] Block with Error flag won't be saved to color palette: BlockMD [Thaumcraft:blockAiry:0] (Transparency,Error)
[19:08:58] [Client thread/WARN] [ColorPalette] Block with Error flag won't be saved to color palette: BlockMD [Thaumcraft:blockWarded:0] (Transparency,Error)
[19:08:58] [Client thread/WARN] [ColorPalette] Block with Error flag won't be saved to color palette: BlockMD [MagicCookie:blockDarkStone:13] (Transparency,Error)
[19:08:58] [Client thread/WARN] [ColorPalette] Block with Error flag won't be saved to color palette: BlockMD [essenthaum:mrucuStabilizer:0] (Transparency,Error)
[19:08:58] [Client thread/WARN] [ColorPalette] Block with Error flag won't be saved to color palette: BlockMD [appliedenergistics2:tile.BlockQuartzTorch:0] (HasAir,NoShadow,Transparency,Error)
[19:08:58] [Client thread/WARN] [ColorPalette] Block with Error flag won't be saved to color palette: BlockMD [appliedenergistics2:tile.BlockCraftingMonitor:0] (Transparency,Error)
[19:08:58] [Client thread/WARN] [ColorPalette] Block with Error flag won't be saved to color palette: BlockMD [appliedenergistics2:tile.BlockMolecularAssembler:0] (Transparency,Error)
[19:08:58] [Client thread/WARN] [ColorPalette] Block with Error flag won't be saved to color palette: BlockMD [AWWayofTime:spectralContainer:0] (Transparency,Error)
[19:08:58] [Client thread/WARN] [ColorPalette] Block with Error flag won't be saved to color palette: BlockMD [appliedenergistics2:tile.BlockEnergyAcceptor:0] (Transparency,Error)
[19:08:58] [Client thread/WARN] [ColorPalette] Block with Error flag won't be saved to color palette: BlockMD [mdeco:tclanternsw:0] (Transparency,Error)
[19:08:58] [Client thread/WARN] [ColorPalette] Block with Error flag won't be saved to color palette: BlockMD [appliedenergistics2:tile.BlockQuantumLinkChamber:0] (Transparency,Error)
[19:08:58] [Client thread/WARN] [ColorPalette] Block with Error flag won't be saved to color palette: BlockMD [appliedenergistics2:tile.BlockFluix:0] (Transparency,Error)
[19:08:58] [Client thread/WARN] [ColorPalette] Block with Error flag won't be saved to color palette: BlockMD [appliedenergistics2:tile.BlockCrank:0] (Transparency,Error)
[19:08:58] [Client thread/WARN] [ColorPalette] Block with Error flag won't be saved to color palette: BlockMD [appliedenergistics2:tile.BlockSkyChest:0] (Transparency,Error)
[19:08:58] [Client thread/WARN] [ColorPalette] Block with Error flag won't be saved to color palette: BlockMD [ThaumicExploration:thinkTankJar:0] (OpenToSky,Transparency,Error,TransparentRoof)
[19:08:58] [Client thread/WARN] [ColorPalette] Block with Error flag won't be saved to color palette: BlockMD [appliedenergistics2:tile.QuartzPillarStairBlock:0] (Transparency,Error)
[19:08:58] [Client thread/WARN] [ColorPalette] Block with Error flag won't be saved to color palette: BlockMD [appliedenergistics2:tile.BlockSecurity:0] (Transparency,Error)
[19:08:58] [Client thread/WARN] [ColorPalette] Block with Error flag won't be saved to color palette: BlockMD [appliedenergistics2:tile.BlockSpatialPylon:0] (Transparency,Error)
[19:08:58] [Client thread/WARN] [ColorPalette] Block with Error flag won't be saved to color palette: BlockMD [TwilightForest:tile.CastleDoorVanished:0] (OpenToSky,Transparency,Error,TransparentRoof)
[19:08:58] [Client thread/WARN] [ColorPalette] Block with Error flag won't be saved to color palette: BlockMD [appliedenergistics2:tile.FluixSlabBlock.double:0] (Transparency,Error)
[19:08:58] [Client thread/WARN] [ColorPalette] Block with Error flag won't be saved to color palette: BlockMD [ThaumicHorizons:lightSolar:0] (Transparency,Error)
[19:08:58] [Client thread/WARN] [ColorPalette] Block with Error flag won't be saved to color palette: BlockMD [appliedenergistics2:tile.BlockController:0] (Transparency,Error)
[19:08:58] [Client thread/WARN] [ColorPalette] Block with Error flag won't be saved to color palette: BlockMD [Thaumcraft:blockEldritchNothing:0] (Transparency,Error)
[19:08:58] [Client thread/WARN] [ColorPalette] Block with Error flag won't be saved to color palette: BlockMD [appliedenergistics2:tile.BlockSpatialIOPort:0] (Transparency,Error)
[19:08:58] [Client thread/WARN] [ColorPalette] Block with Error flag won't be saved to color palette: BlockMD [mdeco:mdecomatrixblock:0] (Transparency,Error)
[19:08:58] [Client thread/WARN] [ColorPalette] Block with Error flag won't be saved to color palette: BlockMD [essenthaum:fluxWiper:0] (Transparency,Error)
[19:08:58] [Client thread/WARN] [ColorPalette] Block with Error flag won't be saved to color palette: BlockMD [appliedenergistics2:tile.ChiseledQuartzSlabBlock:0] (Transparency,Error)
[19:08:58] [Client thread/WARN] [ColorPalette] Block with Error flag won't be saved to color palette: BlockMD [appliedenergistics2:tile.BlockQuartzChiseled:0] (Transparency,Error)
[19:08:58] [Client thread/WARN] [ColorPalette] Block with Error flag won't be saved to color palette: BlockMD [appliedenergistics2:tile.BlockVibrationChamber:0] (Transparency,Error)
[19:08:58] [Client thread/WARN] [ColorPalette] Block with Error flag won't be saved to color palette: BlockMD [appliedenergistics2:tile.BlockQuantumRing:0] (Transparency,Error)
[19:08:58] [Client thread/WARN] [ColorPalette] Block with Error flag won't be saved to color palette: BlockMD [appliedenergistics2:tile.OreQuartzCharged:0] (Transparency,Error)
[19:08:58] [Client thread/WARN] [ColorPalette] Block with Error flag won't be saved to color palette: BlockMD [Thaumcraft:blockPortalEldritch:0] (Transparency,Error)
[19:08:58] [Client thread/WARN] [ColorPalette] Block with Error flag won't be saved to color palette: BlockMD [TaintedMagic:BlockLumos:0] (Transparency,Error)
[19:08:58] [Client thread/WARN] [ColorPalette] Block with Error flag won't be saved to color palette: BlockMD [appliedenergistics2:tile.BlockGrinder:0] (Transparency,Error)
[19:08:58] [Client thread/WARN] [ColorPalette] Block with Error flag won't be saved to color palette: BlockMD [appliedenergistics2:tile.QuartzSlabBlock.double:0] (Transparency,Error)
[19:08:58] [Client thread/WARN] [ColorPalette] Block with Error flag won't be saved to color palette: BlockMD [TwilightForest:tile.GiantLeaves:0] (Transparency,Error)
[19:08:58] [Client thread/WARN] [ColorPalette] Block with Error flag won't be saved to color palette: BlockMD [witchery:force:0] (Transparency,Error)
[19:08:58] [Client thread/WARN] [ColorPalette] Block with Error flag won't be saved to color palette: BlockMD [appliedenergistics2:tile.ChiseledQuartzSlabBlock.double:0] (Transparency,Error)
[19:08:58] [Client thread/WARN] [ColorPalette] Block with Error flag won't be saved to color palette: BlockMD [appliedenergistics2:tile.QuartzSlabBlock:0] (Transparency,Error)
[19:08:58] [Client thread/WARN] [ColorPalette] Block with Error flag won't be saved to color palette: BlockMD [essentialcraft:chest:0] (Transparency,Error)
[19:08:58] [Client thread/WARN] [ColorPalette] Block with Error flag won't be saved to color palette: BlockMD [essentialcraft:chest:1] (Transparency,Error)
